%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1491900034050798545,104,1491900034049016461,,0,0,46.5184669495,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034089077353,105,1491900034087390998,,0,0,46.5184669495,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034257264148,106,1491900034253106387,,0,0,46.5184669495,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034288953215,107,1491900034287381288,,0,0,46.5184669495,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034449543915,108,1491900034447910790,,0,0,46.5184707642,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034489692671,109,1491900034487414806,,0,0,46.5184707642,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034654988529,110,1491900034653167591,,0,0,46.5184669495,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034688800617,111,1491900034687380148,,0,0,46.5184669495,6.5666437149,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034849073557,112,1491900034847823557,,0,0,46.5184669495,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900034889144917,113,1491900034887401688,,0,0,46.5184669495,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035047528117,114,1491900035046074471,,0,0,46.5184707642,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035088872290,115,1491900035087410571,,0,0,46.5184707642,6.56664323807,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035243376114,116,1491900035241268041,,0,0,46.5184707642,6.56664276123,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035290180652,117,1491900035287635496,,0,0,46.5184707642,6.56664276123,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035449769009,118,1491900035448400571,,0,0,46.5184707642,6.56664228439,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035488776827,119,1491900035487359171,,0,0,46.5184707642,6.56664228439,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035666545499,120,1491900035665195290,,0,0,46.5184707642,6.56664228439,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035688692429,121,1491900035687374148,,0,0,46.5184707642,6.56664228439,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035850882922,122,1491900035848892088,,0,0,46.5184707642,6.56664085388,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900035889572667,123,1491900035887521781,,0,0,46.5184707642,6.56664085388,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036054637378,124,1491900036052468263,,0,0,46.5184707642,6.56664085388,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036088629779,125,1491900036087389571,,0,0,46.5184707642,6.56664085388,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036258362825,126,1491900036256070272,,0,0,46.5184707642,6.56663894653,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036289147881,127,1491900036287426579,,0,0,46.5184707642,6.56663894653,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036451131134,128,1491900036448927540,,0,0,46.5184745789,6.56663990021,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036490816036,129,1491900036487949056,,0,0,46.5184745789,6.56663990021,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036645386162,130,1491900036642930485,,0,0,46.5184745789,6.56663990021,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036689314346,131,1491900036687399762,,0,0,46.5184745789,6.56663990021,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036851309474,132,1491900036848520879,,0,0,46.5184745789,6.56663942337,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900036891489531,133,1491900036887496302,,0,0,46.5184745789,6.56663942337,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900037054923409,134,1491900037053207836,,0,0,46.5184745789,6.56663942337,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900037088902477,135,1491900037087591331,,0,0,46.5184745789,6.56663942337,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900037250099479,136,1491900037248826354,,0,0,46.5184745789,6.5666384697,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
