%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1491900230978674200,105,1491900230977324095,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231078697235,106,1491900231077363745,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231179145323,107,1491900231177322406,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231278854191,108,1491900231277353514,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231378826654,109,1491900231377329518,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231478682293,110,1491900231477358074,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231578669495,111,1491900231577305693,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231679137479,112,1491900231677362791,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231778589004,113,1491900231777310566,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231878957924,114,1491900231877356674,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900231978550699,115,1491900231977320751,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232080503006,116,1491900232077848787,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232179057864,117,1491900232177319218,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232279100326,118,1491900232277361264,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232380099820,119,1491900232377319143,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232479666918,120,1491900232477354001,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232580391360,121,1491900232577316516,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232679101895,122,1491900232677357051,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232779211962,123,1491900232777321128,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232879138851,124,1491900232877353122,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900232978835689,125,1491900232977329178,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233078870235,126,1491900233077347839,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233178784885,127,1491900233177324468,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233278957660,128,1491900233277356253,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233379551268,129,1491900233377336111,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233480414876,130,1491900233477341959,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233579224005,131,1491900233577273484,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233678857145,132,1491900233677361416,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233779227889,133,1491900233777320336,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233880318424,134,1491900233877402226,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900233978813959,135,1491900233977320105,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234079161214,136,1491900234077349390,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234179154353,137,1491900234177314145,,0,0,46.5184783936,6.56662940979,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234278864316,138,1491900234277356347,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234378756413,139,1491900234377319382,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234478710907,140,1491900234477346897,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234579046755,141,1491900234577313109,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234679109166,142,1491900234677364738,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234780417409,143,1491900234778101628,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234878823882,144,1491900234877346590,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900234978711553,145,1491900234977314574,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235078754901,146,1491900235077348494,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235178885020,147,1491900235177319863,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235278856492,148,1491900235277410346,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235378700309,149,1491900235377324423,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235478462251,150,1491900235477373136,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235578862838,151,1491900235577318880,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235678761915,152,1491900235677351498,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235778925940,153,1491900235777310836,,0,0,46.5184783936,6.56662797928,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235878607986,154,1491900235877357673,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900235978424980,155,1491900235977329459,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236078750932,156,1491900236077348848,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236178805999,157,1491900236177324071,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236280461013,158,1491900236277443252,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236378861288,159,1491900236377317121,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236478851667,160,1491900236477347188,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236579170640,161,1491900236577318036,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236679127165,162,1491900236677489665,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236779116919,163,1491900236777308586,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236879387507,164,1491900236877354121,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900236979061167,165,1491900236977330802,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237078716494,166,1491900237077529098,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237178959686,167,1491900237177314269,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237279131680,168,1491900237277358815,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237379084871,169,1491900237377327475,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237479362959,170,1491900237477350563,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237580332869,171,1491900237577873494,,0,0,46.5184783936,6.56662845612,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237679069707,172,1491900237677361581,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237779083367,173,1491900237777326440,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237879592809,174,1491900237877342912,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900237979016834,175,1491900237977326937,,0,0,46.5184783936,6.56662893295,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238078813359,176,1491900238077340025,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238179067175,177,1491900238177316290,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238278922398,178,1491900238277351981,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238382133246,179,1491900238377364392,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238478677688,180,1491900238477340656,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238579016869,181,1491900238577308587,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238679018498,182,1491900238677346883,,0,0,46.5184822083,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238779873929,183,1491900238777325908,,0,0,46.5184822083,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238879345402,184,1491900238877405194,,0,0,46.5184822083,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900238979555260,185,1491900238977309166,,0,0,46.5184822083,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239079125015,186,1491900239077362983,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239179950029,187,1491900239177955394,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239282011971,188,1491900239277726033,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239379026673,189,1491900239377314902,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239478514812,190,1491900239477340906,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239578706494,191,1491900239577314566,,0,0,46.5184783936,6.56662988663,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239679281144,192,1491900239677621664,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239779076835,193,1491900239777308397,,0,0,46.5184783936,6.56663036346,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239878753360,194,1491900239877364714,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900239979477906,195,1491900239977314416,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240079805108,196,1491900240077391775,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240178737883,197,1491900240177320435,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240278713991,198,1491900240277366022,,0,0,46.5184783936,6.5666308403,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240378690829,199,1491900240377330099,,0,0,46.5184783936,6.5666308403,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240480287719,200,1491900240477953239,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240579016639,201,1491900240577312368,,0,0,46.5184783936,6.56663131714,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240678697747,202,1491900240677347591,,0,0,46.5184783936,6.56663227081,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491900240779456460,203,1491900240777318595,,0,0,46.5184783936,6.56663227081,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
