%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1491899584040678121,545,1491899584038760881,,0.0,0.0
1491899584061047134,546,1491899584058376926,,0.0,0.0
1491899584079362397,547,1491899584078270731,,0.0,0.0
1491899584099304640,548,1491899584098248494,,0.0,0.0
1491899584119375789,549,1491899584118266153,,0.0,0.0
1491899584139989906,550,1491899584138262041,,0.0,0.0
1491899584160318920,551,1491899584158273919,,0.0,0.0
1491899584180227464,552,1491899584178519235,,0.0,0.0
1491899584200445123,553,1491899584198389029,,0.0,0.0
1491899584220070230,554,1491899584218272730,,0.0,0.0
1491899584240271223,555,1491899584238267473,,0.0,0.0
1491899584260134715,556,1491899584258255028,,0.0,0.0
1491899584280715760,557,1491899584278364926,,0.0,0.0
1491899584300267378,558,1491899584298231283,,0.0,0.0
1491899584320719881,559,1491899584318655297,,0.0,0.0
1491899584340668217,560,1491899584338381498,,0.0,0.0
1491899584361291657,561,1491899584358525146,,0.0,0.0
1491899584380730775,562,1491899584378438326,,0.0,0.0
1491899584401786246,563,1491899584398423486,,0.0,0.0
1491899584420727187,564,1491899584418259322,,0.0,0.0
1491899584440385679,565,1491899584438265210,,0.0,0.0
1491899584460316047,566,1491899584458235994,,0.0,0.0
1491899584480407456,567,1491899584478272299,,0.0,0.0
1491899584500869230,568,1491899584498263031,,0.0,0.0
1491899584521202983,569,1491899584518418816,,0.0,0.0
1491899584540856944,570,1491899584538256631,,0.0,0.0
1491899584561275697,571,1491899584558539967,,0.0,0.0
1491899584580960960,572,1491899584578249814,,0.0,0.0
1491899584604623255,573,1491899584598456379,,0.0,0.0
1491899584621416851,574,1491899584618472997,,0.0,0.0
1491899584644179928,575,1491899584638254250,,0.0,0.0
1491899584663438889,576,1491899584658300451,,0.0,0.0
1491899584684426704,577,1491899584678562901,,0.0,0.0
1491899584704032853,578,1491899584698639883,,0.0,0.0
1491899584722201918,579,1491899584718469938,,0.0,0.0
1491899584740662754,580,1491899584738649681,,0.0,0.0
1491899584760802236,581,1491899584758382028,,0.0,0.0
1491899584780776198,582,1491899584778449478,,0.0,0.0
1491899584800457867,583,1491899584798531356,,0.0,0.0
1491899584820213755,584,1491899584818756047,,0.0,0.0
1491899584840844488,585,1491899584838316727,,0.0,0.0
1491899584860766990,586,1491899584858322459,,0.0,0.0
1491899584880779025,587,1491899584878242097,,0.0,0.0
1491899584900926892,588,1491899584898481996,,0.0,0.0
1491899584920818926,589,1491899584918257259,,0.0,0.0
1491899584940892158,590,1491899584938469450,,0.0,0.0
1491899584960740807,591,1491899584958248359,,0.0,0.0
1491899584979560601,592,1491899584978259143,,0.0,0.0
1491899585001627480,593,1491899584998320396,,0.0,0.0
1491899585021050347,594,1491899585018244670,,0.0,0.0
1491899585041195871,595,1491899585038263110,,0.0,0.0
1491899585061071603,596,1491899585058234050,,0.0,0.0
1491899585081575252,597,1491899585078464105,,0.0,0.0
1491899585101283015,598,1491899585098245410,,0.0,0.0
1491899585121331299,599,1491899585118309059,,0.0,0.0
1491899585141259219,600,1491899585138479531,,0.0,0.0
1491899585161523440,601,1491899585158788700,,0.0,0.0
1491899585180577349,602,1491899585178255735,,0.0,0.0
1491899585202726051,603,1491899585200155894,,0.0,0.0
1491899585220548449,604,1491899585218587407,,0.0,0.0
1491899585240626681,605,1491899585238668243,,0.0,0.0
1491899585259524757,606,1491899585258457152,,0.0,0.0
1491899585280790593,607,1491899585278456322,,0.0,0.0
1491899585300047888,608,1491899585298390752,,0.0,0.0
1491899585320535130,609,1491899585318408567,,0.0,0.0
1491899585339993727,610,1491899585338315706,,0.0,0.0
1491899585360343209,611,1491899585358252480,,0.0,0.0
1491899585379987743,612,1491899585378268472,,0.0,0.0
1491899585400372850,613,1491899585398291079,,0.0,0.0
1491899585420329155,614,1491899585418271030,,0.0,0.0
1491899585440438064,615,1491899585438383950,,0.0,0.0
1491899585460317286,616,1491899585458280307,,0.0,0.0
1491899585480346768,617,1491899585478274685,,0.0,0.0
1491899585500590417,618,1491899585498595208,,0.0,0.0
1491899585520920420,619,1491899585518864378,,0.0,0.0
1491899585540537923,620,1491899585538499068,,0.0,0.0
1491899585560667249,621,1491899585558485477,,0.0,0.0
1491899585580610376,622,1491899585578424074,,0.0,0.0
1491899585600433192,623,1491899585598392723,,0.0,0.0
1491899585619316007,624,1491899585618448403,,0.0,0.0
1491899585640425437,625,1491899585638319708,,0.0,0.0
1491899585659978878,626,1491899585658254086,,0.0,0.0
1491899585680508568,627,1491899585678404245,,0.0,0.0
1491899585700020706,628,1491899585698353050,,0.0,0.0
1491899585720371438,629,1491899585718257844,,0.0,0.0
1491899585740361702,630,1491899585738293941,,0.0,0.0
1491899585760354413,631,1491899585758290090,,0.0,0.0
1491899585780319728,632,1491899585778292697,,0.0,0.0
1491899585800305200,633,1491899585798277856,,0.0,0.0
1491899585820349682,634,1491899585818308901,,0.0,0.0
1491899585840423331,635,1491899585838292237,,0.0,0.0
1491899585860311042,636,1491899585858270313,,0.0,0.0
1491899585880395264,637,1491899585878350889,,0.0,0.0
1491899585901525007,638,1491899585898842142,,0.0,0.0
1491899585920870166,639,1491899585918402405,,0.0,0.0
1491899585940884596,640,1491899585938253085,,0.0,0.0
