%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1491899976899148244,581,1491899976895415899,,0.0,0.0
1491899976917519548,582,1491899976915471840,,0.0,0.0
1491899976938181426,583,1491899976935436374,,0.0,0.0
1491899976957615700,584,1491899976955540543,,0.0,0.0
1491899976978437266,585,1491899976975561953,,0.0,0.0
1491899976998404664,586,1491899976995946226,,0.0,0.0
1491899977017785032,587,1491899977015532688,,0.0,0.0
1491899977039768420,588,1491899977035554982,,0.0,0.0
1491899977057545662,589,1491899977055589673,,0.0,0.0
1491899977078477072,590,1491899977075448998,,0.0,0.0
1491899977097692023,591,1491899977095431658,,0.0,0.0
1491899977117747911,592,1491899977115399786,,0.0,0.0
1491899977137261612,593,1491899977135375153,,0.0,0.0
1491899977157729740,594,1491899977155396145,,0.0,0.0
1491899977178063232,595,1491899977175406253,,0.0,0.0
1491899977198867923,596,1491899977195409797,,0.0,0.0
1491899977217776727,597,1491899977215385165,,0.0,0.0
1491899977237744543,598,1491899977235393970,,0.0,0.0
1491899977257866056,599,1491899977255409181,,0.0,0.0
1491899977277922049,600,1491899977275397986,,0.0,0.0
1491899977300738719,601,1491899977295428510,,0.0,0.0
1491899977318186169,602,1491899977315393877,,0.0,0.0
1491899977337760964,603,1491899977335410755,,0.0,0.0
1491899977357935290,604,1491899977355404664,,0.0,0.0
1491899977377556751,605,1491899977375433625,,0.0,0.0
1491899977397537795,606,1491899977395408003,,0.0,0.0
1491899977417531392,607,1491899977415469360,,0.0,0.0
1491899977437485457,608,1491899977435546915,,0.0,0.0
1491899977458257752,609,1491899977455556450,,0.0,0.0
1491899977479623432,610,1491899977476378796,,0.0,0.0
1491899977497913695,611,1491899977495846195,,0.0,0.0
1491899977518119427,612,1491899977515404687,,0.0,0.0
1491899977537877868,613,1491899977535396461,,0.0,0.0
1491899977557977610,614,1491899977555521933,,0.0,0.0
1491899977578391051,615,1491899977575670009,,0.0,0.0
1491899977598380272,616,1491899977595586262,,0.0,0.0
1491899977618640223,617,1491899977615568348,,0.0,0.0
1491899977638496789,618,1491899977636280226,,0.0,0.0
1491899977658755854,619,1491899977655522833,,0.0,0.0
1491899977678530128,620,1491899977675530492,,0.0,0.0
1491899977699547006,621,1491899977695994662,,0.0,0.0
1491899977718565186,622,1491899977715507998,,0.0,0.0
1491899977740135710,623,1491899977735518574,,0.0,0.0
1491899977759145921,624,1491899977755534462,,0.0,0.0
1491899977779168580,625,1491899977775551027,,0.0,0.0
1491899977801661344,626,1491899977799523114,,0.0,0.0
1491899977817827700,627,1491899977815813325,,0.0,0.0
1491899977838504474,628,1491899977835716817,,0.0,0.0
1491899977860488696,629,1491899977855528852,,0.0,0.0
1491899977878703178,630,1491899977875502500,,0.0,0.0
1491899977900477452,631,1491899977895513337,,0.0,0.0
1491899977918200944,632,1491899977915503496,,0.0,0.0
1491899977944539281,633,1491899977935407405,,0.0,0.0
1491899977963884232,634,1491899977955397460,,0.0,0.0
1491899977979085901,635,1491899977975536994,,0.0,0.0
1491899977999555331,636,1491899977995526372,,0.0,0.0
1491899978017097938,637,1491899978015403927,,0.0,0.0
1491899978037483357,638,1491899978035523826,,0.0,0.0
1491899978057888308,639,1491899978055550704,,0.0,0.0
1491899978078325238,640,1491899978075319769,,0.0,0.0
1491899978098234408,641,1491899978095429095,,0.0,0.0
1491899978118469202,642,1491899978115410921,,0.0,0.0
1491899978137816341,643,1491899978135417694,,0.0,0.0
1491899978158407281,644,1491899978155408999,,0.0,0.0
1491899978177748638,645,1491899978175396034,,0.0,0.0
1491899978198699318,646,1491899978195419526,,0.0,0.0
1491899978218256144,647,1491899978215418644,,0.0,0.0
1491899978238187970,648,1491899978235450782,,0.0,0.0
1491899978258422921,649,1491899978255469847,,0.0,0.0
1491899978278889747,650,1491899978275441100,,0.0,0.0
1491899978298612093,651,1491899978295491572,,0.0,0.0
1491899978318066888,652,1491899978315569387,,0.0,0.0
1491899978338449234,653,1491899978335596369,,0.0,0.0
1491899978359930696,654,1491899978355624966,,0.0,0.0
1491899978379008251,655,1491899978375380334,,0.0,0.0
1491899978402802890,656,1491899978395426170,,0.0,0.0
1491899978417786798,657,1491899978415394037,,0.0,0.0
1491899978437388936,658,1491899978435409561,,0.0,0.0
1491899978460340554,659,1491899978455741908,,0.0,0.0
1491899978479260817,660,1491899978475621390,,0.0,0.0
1491899978506455144,661,1491899978500068320,,0.0,0.0
1491899978521503115,662,1491899978519888167,,0.0,0.0
1491899978541941868,663,1491899978539564785,,0.0,0.0
1491899978563023069,664,1491899978559714787,,0.0,0.0
1491899978583027083,665,1491899978580088749,,0.0,0.0
1491899978602675940,666,1491899978598803179,,0.0,0.0
1491899978621431046,667,1491899978619600577,,0.0,0.0
1491899978642158602,668,1491899978640100789,,0.0,0.0
1491899978663412667,669,1491899978659913969,,0.0,0.0
1491899978684893816,670,1491899978680098451,,0.0,0.0
1491899978701080277,671,1491899978695546422,,0.0,0.0
1491899978718726165,672,1491899978715647466,,0.0,0.0
1491899978738026063,673,1491899978735777469,,0.0,0.0
1491899978764439817,674,1491899978757273254,,0.0,0.0
1491899978782106226,675,1491899978777376434,,0.0,0.0
1491899978800996698,676,1491899978795564666,,0.0,0.0
1491899978819084252,677,1491899978815533627,,0.0,0.0
1491899978842998683,678,1491899978835410036,,0.0,0.0
1491899978858094362,679,1491899978855440195,,0.0,0.0
1491899978877607334,680,1491899978875414417,,0.0,0.0
1491899978898825879,681,1491899978895396659,,0.0,0.0
1491899978917124058,682,1491899978915394475,,0.0,0.0
1491899978937443436,683,1491899978935425363,,0.0,0.0
1491899978957142606,684,1491899978955388126,,0.0,0.0
1491899978977572348,685,1491899978975418806,,0.0,0.0
1491899978997940112,686,1491899978995399330,,0.0,0.0
1491899979017649177,687,1491899979015497302,,0.0,0.0
1491899979038147253,688,1491899979035520378,,0.0,0.0
1491899979058409391,689,1491899979056400849,,0.0,0.0
1491899979077715800,690,1491899979075623717,,0.0,0.0
1491899979100403825,691,1491899979095945699,,0.0,0.0
1491899979120155077,692,1491899979115809973,,0.0,0.0
1491899979139939664,693,1491899979136499090,,0.0,0.0
1491899979159849823,694,1491899979156785968,,0.0,0.0
