%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1491901210191555227,108,1491901210189075643,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210293941544,109,1491901210289012116,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210390512599,110,1491901210389076505,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210490422666,111,1491901210489006260,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210590638722,112,1491901210589068201,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210690835195,113,1491901210688997903,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210790722710,114,1491901210789351147,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210892266006,115,1491901210889018141,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901210990901541,116,1491901210989225395,,0,0,46.5184669495,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211090836139,117,1491901211089043482,,0,0,46.5184669495,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211191164904,118,1491901211189614591,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211293522002,119,1491901211289107209,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211391055662,120,1491901211389069307,,0,0,46.5184669495,6.56662750244,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211490449478,121,1491901211489015624,,0,0,46.5184669495,6.56662750244,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211590443712,122,1491901211589079076,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211690223518,123,1491901211688997736,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211790380564,124,1491901211789077022,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211891941256,125,1491901211888994224,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901211993329031,126,1491901211989078978,,0,0,46.5184669495,6.56662511826,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212090308784,127,1491901212089000503,,0,0,46.5184669495,6.56662511826,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212190589528,128,1491901212189074163,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212291125064,129,1491901212289004022,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212392865078,130,1491901212389069713,,0,0,46.5184631348,6.56662511826,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212493464260,131,1491901212488994728,,0,0,46.5184631348,6.56662511826,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212591043232,132,1491901212589060263,,0,0,46.5184631348,6.56662416458,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212691829914,133,1491901212688991892,,0,0,46.5184631348,6.56662416458,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212790568261,134,1491901212789057272,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212891533641,135,1491901212888994994,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901212990899645,136,1491901212989066780,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213090953774,137,1491901213089033357,,0,0,46.5184631348,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213191606966,138,1491901213189068788,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213290710834,139,1491901213289010730,,0,0,46.5184669495,6.56662559509,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213391705432,140,1491901213389079338,,0,0,46.5184631348,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213491259874,141,1491901213489000811,,0,0,46.5184631348,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213591707336,142,1491901213589030982,,0,0,46.5184669495,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213691773549,143,1491901213689009069,,0,0,46.5184669495,6.56662654877,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1491901213791613616,144,1491901213789065751,,0,0,46.5184669495,6.5666270256,2.77333781671e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
